question,answer
"I am running WebSphere App server on 64bit JVM with plenty of free system memory,  how come I still get Native OutOfMemory errors (NOOM)?

I am running WebSphere App server on 64bit JVM with plenty of free system memory,  how come I still get Native OutOfMemory errors (NOOM)?","when using compressed references? I am using a 64bit JVM and I clearly have plenty of memory left. How can I resolve this problem?"" 

CAUSE
 

*In this note, please refer to Java Versioning: Java Version.Release.ServiceRelease.FixPack 
ex: Java 7.1.4.6 is the same as Java 7.1 SR4 FP6 is the same as Java 7 R1 SR4 FP6. 
The IBM JVM will automatically use compressed references [http://publib.boulder.ibm.com/infocenter/javasdk/v6r0/topic/com.ibm.java.doc.diagnostics.60/diag/understanding/mm_compressed_references.html]when using a maximum heap size less than 25GB. This automated behavior was introduced in Java 6.1.5.0 and Java 7.0.4.0*. Compressed references (CR) decreases the size of Java objects making better use of available memory space. This better use of space results in improved JVM performance. *(Java 7.0.1.1 and later uses compressed references by default on z/OS) 

See Introducing WebSphere Compressed Reference Technology [ftp://public.dhe.ibm.com/software/webserver/appserv/was/WAS_V7_64-bit_performance.pdf] for detailed information on how Compressed References work. 

""When using compressed references, the size of the field used in the Java object for the Class Pointer and the Monitor/Lock is 32 bits instead of the 64bits that would be available in non-compressed mode. Because we are using 32 bits to store the location of these, and they are located in native (non-Java heap) memory, they must be allocated in the first 4GB of the address space - the maximum range we can address with the 32 bits."""
"P8 CPE 5.2.1 error:  FNRCC0110E - ERROR FixedContentProviderCache.getProvider failed to init provider



New P8 CPE 5.2.1 install does not see the Centera Fixed Storage. The following error is returned:

FNRCC0110E: CONTENT_FCP_OPERATION_FAILED: The [initialize] operation on the fixed content provider [com.filenet.engine.content.fcprovider.centera.CenteraFCP(0)] failed. FPLibrary (Not found in java.library.path)

How do I fix this?",After making any changes to the setCenteraLibPath.sh or setCenteraLibPath.bat file restart WebSphere from the IBM console or the changes will not be detected.
"What exactly is ""wpcollector"" in WebSphere Portal Server?

I've been told to get wpcollector output? What exactly is this?",Wpcollector is a command line tool that automates the collection of portal logs and configuration files. Using automated log collection early in the Case life cycle can greatly reduce the number of doc requests that are made by Support.
"Help with an insufficient authorization check for project actions in IBM Business Process Manager (CVE-2014-4844)

I need to understand details regarding an insufficient authorization check for project actions in IBM Business Process Manager (CVE-2014-4844). Where can I find this information?",-
"Portal v8.5 install fails with INSTCONFFAILED - No Portral logs are written

Portal v8.5 install fails with INSTCONFFAILED - No Portral logs are written","The parsing code is updated so the problem no longer occurs.
   
   The fix for this APAR is currently targeted for inclusion in
   fix pack 8.5.5.6."
"Uninstalling I5 OS agent failed



I need to uninstall the I5OS agent before reinstalling a newer release of the same.

Command: DLTLICPGM LICPGM(5724C04)

is anyway failing and I don't know how to proceed further. 

Can you please let me know the manual steps to uninstall the i5OS agent correctly ?","To delete the ITM i5/OS agent do the following :- 

First try DLTLICPGM 5724C04 for the Tivoli agent. If that does not work then do 
the following i5/OS commands : 

DLTLIB QAUTOMON 
DLTLIB QAUTOTMP 
DLTUSRPRF QAUTOMON and choose to remove all objects owned by this user.

start qsh 
delete /QIBM/USERDATA/IBM/ITM and all sub directories in it. 
delete /QIBM/PRODDATA/IBM/ITM and all sub directories in it. 

Retry the RSTLICPGM commands specified in the user guide."
"Installed an STAP on a DB Server but it does not show up on my Appliance in S-TAP Control etc



Installed an STAP on a DB Server but it does not show up on my Appliance in S-TAP Control etc

I get the following messages in the logs:-

/tmp/guard_stap.stderr.txt on the DB Server :- ""Server wasn't heard from for nn sec during this attempt nnn sec total), closing and re-opening""

and from the Guardium Appliance - via fileserver in the /log/opt-ibm-guardium-log/snif/snif.log ""Unauthorized client connecting from ,rejecting""

What is the reason?",One reason for these errors could be that the S-TAP Approval Needed is checked in the S-TAP Certification screen on the Appliance
"Getting hung threads,  sometimes followed by OutOfMemory error

Our application is hanging, we see lots of hung threads in the SystemOut.log, occasionally followed by OutOfMemory error. ",-
"SAP Agent user authorizations



Hello, I cannot use the default SAP user IBMMON_AGENT provided by the SAP Agent transport. Internal rules requires to create a new user respecting specific naming convention. I know how to do it but I don't know the authorization I need to assign to the new user. Where can I find them ?

Thanks","By default, the MySAP agent uses the userid IBMMON_AGENT, that is created when ITM transport are imported in the SAP system, together with /IBMMON/AUTH role and profile.
If you don't want to use the default userid and profile, you need to create your own userid and provide it with a set of minimum required authorization settings.
Depending on the transport level, the required authorization may vary, but you can always refer to the values specified for the /IBMMON/AUTH profile available in the transport.
By looking at this profile, you can obtain the needed authorization information."
"How to get the ODM 8.5.1.2 fixpack of ODM 8.5.1.1?

ODM 8.5.1.2 fixpack is not listed in Fix Central when installed platform ODM 8.5.1.1 is used: http://www-933.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm~WebSphere&product=ibm/WebSphere/WebSphere+Operational+Decision+Management&release=8.5.1.1&platform=All&function=all",This cumulative fix pack updates Operational Decision Manager V8.5.1 and V8.5.1.1 to V8.5.1.2.
"Support of RHEL 5.8 and Liberty 8.5.5.11 with JAVA 8.0

We are running RHEL 5.8 and 5.11 with Liberty 8.5.5.11 and want to run JAVA 8.0 . Is it Supported ? ","Operating System minimums: 

 * AIX
 *  AIX 6.1 TL7 
   AIX 7.1 TL3 
 * HP-UX IA64
 *  HP-UX 11i v3 (11.31) 
 * IBM i
 *  IBM i V7R1 
 * Linux
 *  RedHat Enterprise Linux 6"
"For Solaris how to write verbose gc output to a log file other than the native_stdout?

A customer asked why no gc logs generated even if they use the -Xverbosegc option. So How can I write verbose gc output to a log file other than the native_stdout for SunOS? ","Add the following parameters to the generic JVM arguments:

-XX:+PrintGCDetails 
-XX:+PrintGCDateStamps 
-XX:+PrintHeapAtGC 
-Xloggc:/tmp/gc.log"
"Is there a 64-bit agent Log File Agent available for Windows OS?

Is there a 64-bit agent Log File Agent available for Windows OS? ",This fix pack adds support for a Windows x86-64 bit (WIX64) and PowerPC little-endian Log File agent.
"ODM 8.7 TeamServer users active authoring rules and they get kicked out - transaction timeout or session timeout?

Some of my users are being kicked out of TeamServer while actively authoring rules. What value would be controlling this behavior? Session timeout is at it's default 30 minutes. Does transaction timeout come in to play here or is there a different setting that might be causing this. Thanks. ","If you perform time consuming operations in large repositories, you can increase the timeout value in the web.xml file of the RTS/DC EAR file (jrules-teamserver-<appserver>.ear\teamserver.war\WEB-INF) by changing the value of the property ilog.rules.teamserver.transaction.timeout."
"Does DataPower support SHA-2?



Is DataPower able to support SHA-2 (SHA256)?
  1","Yes, if a Certificate Authority(CA) signs a certificate using SHA2(SHA-256), IBM Websphere DataPower SOA Appliance can validate CA's signature on the certificate while building trust chain from the DataPower ValCred."
"Why SSL handshake is failing after upgrading to 6.0 or above?

After upgrading my datapower firmware to v6.0 or above, ssl handshake is failing, is there a reason for it? ","Some legacy servers with non-compliant implementations of SSL may reject connection attempts when TLSv1.2 or TLSv1.1 are used. In these cases, the handshake fails without properly negotiating to a mutually agreeable protocol."
"How do I search for a string which has reserved words or characters when searching in documents in Atlas?

How do I search for a string which has reserved words or characters when searching in documents in Atlas? ","When there is a ""-"" in a string you are searching for, you need to use ""\"" in front of the ""-"" 

For example - ""String1-String2"" should be searched as ""String1\-String2"""
